objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
203,203,1, ,14,Hihimanu St,4,472,0.005,{E04BF059-3E71-4F4B-A01A-3EDE64D6B2EC}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1742696.24883027,63020.6036874259
204,204,1, ,14,Hinalea St,4,473,0.005,{233AF851-63F1-4F69-A070-73C361144994}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1742879.98534404,62723.6191506115
205,205,1, ,14,Kaula St,4,474,0.005,{B467F2A1-D7C0-457C-8E8C-7939C2363557}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1743066.5360973,62425.5008202148
206,206,1, ,14,Hilu St,4,475,0.005,{E3E11FC4-35EA-4614-8152-9ADE71DA0CAC}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1743251.0867661,62129.6752618473
207,207,1, ,14,Manana St,4,476,0.005,{E577F9AF-E31A-41B9-AE3D-3B8D2F3D2B94}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1743436.32543815,61832.5409893338
208,208,1, ,14,Parish Drive,3,320,0.005,{4A378086-CF75-4C8A-9C0C-A5D02BFD4930}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1638012.53364545,52210.2132555429
209,209,3,94008023,7,Middle Loch Park (future),3,488,18.942,{4E1E8E4C-A1AE-4BE8-9C2A-A7B99770E78B}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1643753.57204214,80686.8846534052
210,210,1,92009059,2,Makakilo Neighborhood Park,3,202,4.01000023,{2A684BC4-B4FC-4F25-8DEA-CFECBC220E2B},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,672-3840,4.01,174676, ,3,34,9,Ewa Beach,92-665 Anipeahi Street,96707,Jorgi Hartford,672-3840,92-665 Anipeahi St,1611907.29969616,64697.8093533104
211,211,1,13024002,4,Kalihi Valley District Park,2,106,11.85000038,{CC463007-BFA6-42BF-9BF4-AED80A179898},T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F, , ,832-7811,11.85,516186, ,2,16,7,Honolulu,1911 Kamehameha,96819,Aneline Kupau,832-7814,1911 Kamehameha IV Rd,1684887.2854355,64066.5781814935
212,212,1,94017003,4,Waipahu District Park,3,86,13.82999992,{8FD5F93A-8FFA-4784-8FD8-0E9C284E5675},T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,T,F, ,Y,677-4733,13.83,602435, ,3,22,9,Waipahu,94-230 Paiwa Street,96797,Earl Onizawa,671-7911,94-230 Paiwa St,1640458.78939823,80115.0259376665
213,213,1,43056009,4,Kailua District Park,4,91,18.64999962,{243F9CB1-A9E6-4F15-B541-8B7807440555},T,F,T,T,F,T,T,T,F,F,F,F,F,F,T,T,F,F,F,F,T,T,T,T,F,T,F,F,F,F,F,T,T,F,F,F,T,T,T,F,T,T,F, ,Y,266-7652,18.65,812394, ,4,31,3,Kailua,21 South Kainalu Drive,96734,Darla Neves,266-7661,21 S. Kainalu Dr,1729265.50197732,82905.0495834976
214,214,1,22017002,4,Booth District Park,2,58,4.55999994,{5C978358-1093-494E-BFCB-E93F3103F5AC},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F, , ,522-7040,4.56,198634, ,2,12,6,Honolulu,2331 Kanealii Avenue,96813,Hisae Mahi,483-7853,2331 Kanealii Ave,1693846.83768434,55782.6106996866
215,215,1,34006003,4,Palolo Valley District Park,1,72,11.39000034,{9DC9DDF0-759A-468D-A645-1C957C75C3E1},F,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,F,F,F,T,F,T,T,F,T,F,F,T,F,F,T,T,F, ,Y,733-7358,11.39,496148, ,1,6,5,Honolulu,2007 Palolo Aven,96816,Susan Tanaka,733-7362,2007 Palolo Ave,1709888.30583911,48320.4065721971
216,216,1,23029002,4,McCully District Park,1,68,1.42999995,{556144AC-13CC-45E0-8B22-F2D6D5F50BB0},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,T,T,F, ,Y,973-7269,1.43,62291, ,1,8,5,Honolulu,831 Pumehana Street,96826,Ray Nakamoto,973-7268,831 Pumehana St,1697727.62414019,46006.4064454555
217,217,1,28029011,3,Kanewai Community Park,1,71,9.34000015,{58FF1BED-8776-4B06-AE07-4854080245C3},T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,T,T,F,T,F,T, ,Y,733-7366,9.34,406850, ,1,5,5,Honolulu,2695 Dole Street,96822,Jeffrey Hirohata,733-7365,2695 Dole St,1704365.09871237,45848.1140537474
218,218,1,33052010,2,Kalaepohaku Neighborhood Park,1,80,1.33000004,{EEC0DD20-4F32-4B05-8DF7-D8D3ADBB389F},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F, , ,None,1.33,57935, ,1,5,5,Honolulu,3034 Gulston Street,96816, , , ,1706457.2771711,47091.1663878218
219,219,4,47006010,8,Waihee Valley Nature Park (undeveloped),4,358,149.55000305,{D1E22576-5DB4-4EC8-8F4F-E57A6F26F4FD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,149.55,6514398, ,4,29,2,Kaneohe,47-500 Waihee Ro,96744, , , ,1689652.32417385,102725.04808327
220,220,1,91017060,13,West Loch Golf Course,3,361,187,{177E315B-0487-4005-A4F3-7CA4797C5BEC},F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,T,T,T,F, , ,676-2210,187,8145720, ,3,23,1,Ewa Beach,91-1126 Okupe St,96706, , , ,1630348.88428339,71834.2269619612
221,221,1,92019035,3,Makakilo Community Park,3,311,8.5,{7582A2E2-FB64-44C6-A609-AF490CBC75C1},F,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,T,F,F, ,Y,672-8465,8.5,370260, ,3,34,9,Kapolei,92-1120 Makakilo Drive,96707, , , ,1611157.51344551,71716.2231716898
222,222,1,91015018,3,Kamokila Community Park,3,310,5.88999987,{6CABCF7D-1A24-4C58-B2A1-078F8505D659},F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F, ,Y,682-4161,5.89,256568, ,3,34,1,Kapolei,91-015 Farrington Highway,96707, , , ,1604428.00816164,63292.7073979694
223,223,1,92019023,2,Maukalani Neighborhood Park,3,306,4.4000001,{42DFADD7-1C97-4BA4-B2E9-D97294397468},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.4,191664, ,3,34,9,Ewa Beach,92-1250 Panana Street,96707, , , ,1611801.95849694,69260.0432918959
224,224,1,92003015,7,Kahe Point Beach Park,3,105,4.46999979,{AC089D60-4560-4134-818A-C112B11C275B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,F,T, , ,None,4.47,194713, ,3,0,0,Ewa Beach,92-301 Farringto,96707, , , ,1596133.96170179,67507.4426867014
225,225,4,59007026,7,Kahawai Beach Support Park (undeveloped),4,190,2.6,{7EC540B8-D1E7-4629-980A-F0BD85A6F19B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,2.6,113256, ,4,27,1,Haleiwa, ,96712, , , ,1620918.78023403,178279.079826881
226,226,1,94002021,2,Hans L'Orange Neighborhood Park,5,182,6.92999983,{A38DBD4E-CCC4-4BC8-8274-5C6F5BE61599},T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,F,T,F,F,T,F,F,F,T,T,T,F,T,T,F, ,Y,None,6.93,301871, ,5,22,9,Waipahu,94-1024 Waipahu Street,96797, , , ,1638426.55197394,80781.5631084589
227,227,1,85001060,3,Herbert K Pililaau Community Park,3,82,10.43999958,{2FA59AA9-493B-43DF-9BD5-9CC7A03CCABA},T,F,T,F,F,T,F,T,F,F,F,F,F,F,T,T,F,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,T,T,F,F,T,T,F, , ,696-4442,10.44,454766, ,3,24,1,Waianae,85-166 Plantation Road,96792, , , ,1577134.06112664,102243.035331671
228,228,1,42018014,1,Kaelepulu Mini Park,4,83,1.63999999,{30D1A659-E678-47EA-8443-1BF51A77EDCB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,1.29,71438, ,4,31,3,Kailua,207 Awakea Road,96734, , , ,1731516.13798639,82478.7248568275
229,229,1,42002037,3,Enchanted Lake Community Park,4,157,5.78000021,{7EC578B1-CA38-4241-8103-1CE3B41FB19B},F,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,T,F,T,F,F,F,T,T,T,F,T,F,F, , ,266-7665,5.78,251777, ,4,31,3,Kailua,770 Keolu Drive,96734, , , ,1731378.61162522,78999.3999554488
230,230,1,42043002,2,Maunawili Neighborhood Park,4,132,4.21000004,{857D809E-8D8E-4E36-AE2B-1BE9C647CFB9},F,T,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,F, , ,266-7611,4.21,183388, ,4,31,3,Kailua,1489 Ulupii Stre,96734, , , ,1724652.98174283,76153.603430736
231,231,1,11012035,2,Moanalua Valley Neighborhood Park,2,332,2.8499999,{04F96E80-D358-4197-9A3B-43495471BF49},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,T,T,F, , , ,2.85,124146, ,2,17,8,Honolulu,1857 Ala Aolani Street,96819, , , ,1681196.09011243,75319.1728531138
232,232,1,42092001,2,Keolu Hills Neighborhood Park,4,172,6.34000015,{90C3F814-B405-44E2-8B71-AEF821278D2E},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F, , ,None,6.34,276170, ,4,31,3,Kailua,1416 Keolu Drive,96734, , , ,1730168.20838141,74360.9193786396
233,233,1,42031016,1,Pohakupu Mini Park,4,126,3.53999996,{B0BDA569-ADAE-4330-B066-435490F9EF5C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,3.54,154202, ,4,31,3,Kailua,1329 Kailua Road,96734, , , ,1723826.7932858,77953.6955128604
234,234,1,36006045,2,Nehu Neighborhood Park,1,108,1.32000005,{17C98FEE-B980-459D-8EFA-455348923AAF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,1.32,57499, ,1,2,4,Honolulu,5231 Nehu Place,96821, , , ,1725826.48143765,41682.7068582269
235,235,1,36011009,3,Aina Haina Community Park,1,97,6.19999981,{7231E0F2-A749-4313-88D2-1FFC5B89F9E7},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,F,T,F,F, , ,373-2722,6.2,270072, ,1,2,4,Honolulu,827 West Hind Drive,96821, , , ,1723059.68640513,40568.2440463612
236,236,1,35023004,7,Waialae Beach Park,1,23,4.38000011,{D550AC9C-BCC2-4073-AC8B-5BB739FA61BC},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,F,T,T,F, , ,None,4.38,190793, ,1,0,4,Honolulu,4925 Kahala Avenue,96816, , , ,1716110.0591726,37442.8039330595
237,237,1,32059002,4,Kilauea District Park,1,124,6.57999992,{7BE438C3-34F0-4B3C-85D2-D191C7841D15},F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,F,F,F,F,T,F,T,T,F,T,F,F,T,T,F,T,T,F, ,Y,733-7355,6.58,286625, ,1,4,4,Honolulu,4109 Kilauea Ave,96816, , , ,1710331.71867963,37377.945830865
238,238,1,39026002,14,Kokee Place,1,281,0.46000001,{8FC07ABC-E09F-4E18-ADEB-F8012893C3FD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.46,20038, ,1,0,0,Honolulu,158 Kokee Place,96825, , , ,1739136.5304768,36265.2467127094
239,239,1,35006032,14,Kahala Avenue at Koloa Street C,1,250,0.15000001,{5B2DC41E-4838-4609-BB42-1EAC68B57036},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.15,6534, ,1,0,4,Honolulu,Kahala Avenue & Koloa Street,96821, , , ,1715122.76003906,36054.4728371123
240,240,1,35005076,14,Kahala Avenue at Koloa Street A,1,248,0.15000001,{A3877F9F-1302-4D1D-9A0B-18E738184587},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.15,6534, ,1,0,4,Honolulu,Kahala Avenue & Koloa Street,96821, , , ,1714959.38614171,35887.3570033007
241,241,1,35005073,14,Kahala Avenue at Koloa Street B,1,249,0.14,{FADB78A5-20EC-4067-B2F9-1282B5D222CA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.14,6098, ,1,3,4,Honolulu,Kahala Avenue & Koloa Street,96821, , , ,1714747.51232896,35738.6776304085
242,242,1,35004053,14,Kahala Avenue at Hunakai Street,1,246,0.08,{E6AABCA6-ACB0-4DEE-A56D-388172007DE3},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.08,3485, ,1,0,4,Honolulu,Kahala Avenue & Hunakai Stree,96821, , , ,1713929.01608649,35148.5857754509
243,243,1,39028025,14,Hanapepe Loop,1,261,0.03,{EE686764-8983-4F0C-B951-A1454B84CFD3},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,1,0,0,Honolulu,Hanapepe Loop,96825, , , ,1738740.08645388,34982.9596627053
244,244,1,35003041,14,Kahala Avenue at Kala Place,1,247,0.07,{FAE44184-6424-4137-A9AF-69A541AD0964},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.07,3049, ,1,0,4,Honolulu,Kahala Avenue & Kala Place,96821, , , ,1712960.26911476,34549.0793353145
245,245,1,21010,11,Union Street Mall,2,188,0.36000001,{799C0BE1-7504-4505-AA13-0ABC351B84CA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.36,15682, ,2,13,6,Honolulu,Between Hotel & Bishop Street,96813, , , ,1688009.63532414,52020.0392503276
246,246,1,25020001,1,Archie Baker Mini Park,2,286,1.25999999,{711C6E41-0875-4804-8B33-EB820446C42D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,1.26,54886, ,2,10,6,Honolulu,1959 Makiki Heights Drive,96822, , , ,1697978.59587538,51681.7045219975
247,247,1,21012003,1,Robert W. Wilcox Mini Park,2,335,0.31999999,{DAF93B3C-DE77-47BC-9365-D7B4D4A0943E},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.32,13939, ,2,13,6,Honolulu,102 South King Street,96813, , , ,1687495.02948669,51769.7992381716
248,248,1,24023054,1,Makiki Street Mini Park,2,264,0.15000001,{6287AFF1-DD8E-487A-84BF-4F6A825ECB55},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,T,F, , ,None,0.15,6534, ,2,10,6,Honolulu,1841 Makiki Street,96822, , , ,1697635.65329891,50808.7496428884
249,249,1,39049028,2,Hahaione Valley Neighborhood Park,1,256,6.15999985,{DF0EB47B-C8D1-4746-9CC5-FA89F6536F42},F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F, , , ,6.16,0, ,1,0,0,Honolulu,785 Ainapo Street,96825, , , ,1739246.66428198,49574.6437984605
250,250,1,24020056,1,Piikoi Street Mini Park,2,233,0.11,{2474350B-6B8B-4ABD-BA55-870673B0ED19},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.11,4792, ,2,10,5,Honolulu,1409 Piikoi Street,96822, , , ,1694244.33816361,49822.4358531723
251,251,1,24001001,5,Thomas Square,2,1,6.42000008,{E7223DFE-9739-4324-B74E-2882FBF55649},F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,T,T,F,F,T,F,F,T,T,F, , ,None,6.42,279655, ,2,10,6,Honolulu,925 South Beretania Street,96814, , , ,1691785.37684976,49429.2752083915
252,252,1,29003006,5,Kamanele Square,1,14,2.04999995,{29B380C5-C9C1-46D0-AB1D-03C529258B4C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,T,F, , ,none,2.05,89298, ,1,7,5,Honolulu,2237 University Avenue,96822, , , ,1702083.7892878,49606.4321865544
253,253,1,24008001,5,Punahou Square,2,37,0.52999997,{7ACBB32F-026A-4F85-A565-75C844E93064},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F, , ,None,0.53,23087, ,2,10,5,Honolulu,1526 Punahou Street,96822, , , ,1697254.8329675,49411.2871210813
254,254,1,24022001,4,Makiki District Park,2,268,8.69999981,{DF4CC318-D44F-46D1-A9F8-4144C23EC2F1},F,F,F,F,F,T,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,T,F,T,F,T,T,T,T,F,F,T,T,T,T,T,F, ,Y,522-7082,8.7,378972, ,2,10,5,Honolulu,1527 Keeaumoku S,96822, , , ,1696129.01129968,49740.3069751386
255,255,1,99006020,2,Napuanani Neighborhood Park,2,107,4.42999983,{A1A0BECD-E59D-4329-B865-7B8A0A803C8F},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,T,F, , ,None,4.43,192971, ,2,20,8,Aiea,99-1200 Napuanani Road,96701, , , ,1669678.49877993,81812.6680688365
256,256,1,31047003,1,Fort Ruger Mini Park,1,227,3.24000001,{8B0E0691-B11C-44F7-B0CD-F21479FADFE6},F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,F,T,F,F,T,F, , ,None,3.24,141134, ,1,3,4,Honolulu,3906 Kahala Avenue,96816, , , ,1709582.20223353,33869.7921112296
257,257,1,39013034,14,Lumahai Street,1,283,0.07,{C18C3637-46A8-40D6-9F5D-40EFC9D37E16},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.07,3049, ,1,1,4,Honolulu,Lumahai Street,96825, , , ,1739965.71998972,33936.2675719705
258,258,1,31036007,7,Makalei Beach Park,1,222,0.70999998,{0D01E6AB-CF0E-4744-818F-784484574723},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,F,T,T,F,F,T, , ,None,0.71,30928, ,1,5,4,Honolulu,3111 Diamond Hea,96815, , , ,1702732.41260732,33072.0574454292
259,259,1,31036001,7,Leahi Beach Park,1,291,1.27999997,{9C315F6D-880F-4DAC-88BB-AF7F37CC0191},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,1.28,55757, ,1,5,0,Honolulu,3187 Diamond Head Road,96815, , , ,1703382.7288891,32666.4072871958
260,260,1,31042004,7,Diamond Head Beach Park,1,5,1.16999996,{FFEE6989-D7A5-404F-92DF-EA26A7EFC0C4},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F, , ,None,1.17,50965, ,1,5,4,Honolulu,3300 Diamond Head Road,96815, , , ,1704773.78929119,32502.4176656448
261,261,1,31042002,7,Kuilei Cliffs Beach Park,1,96,10.60999966,{1E157C5E-78C3-45A4-A879-5D018AA4C9BE},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,T,T,F,F,F,T, , ,None,10.61,462172, ,0,3,4,Honolulu,3451 Diamond Hea,96816, , , ,1706492.66109574,32277.3407565146
262,262,1,31041026,14,Kaikoo Place,1,313,0.03,{B9B98E0A-CFF7-41D5-960A-054681B618E5},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,1,3,4,Honolulu,Kaikoo Place,96821, , , ,1710765.5995506,32345.5984385993
263,263,1,39011002,7,Sandy Beach Park,1,197,32.81999969,{861F53F7-B4E4-4EB1-B8AB-8A99717F187D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,T,T,T,T,T, , , ,32.82,0, ,1,1,0,Honolulu,8801 Kalanianaol,96795, , , ,1753858.05664699,44502.4305708358
264,264,1,41015015,7,Waimanalo Bay Beach Park,4,379,74.76000214,{000C4115-307D-4E0D-BEB7-646CBF898ADC},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T, , ,259-8774,74.76,3256546, ,4,0,0,Waimanalo,41-043 Aloiloi Street,96795, , , ,1740766.36964058,64236.0428427246
265,265,1,11059005,2,Hoa Aloha Neighborhood Park,2,305,3.99000001,{53EC4121-40F0-4EE5-B6DA-2B3C799B05B5},F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F, , ,None,3.99,173804, ,2,18,7,Honolulu,949 Ala Loke Street,96818, , , ,1670564.51980998,65287.4561106077
266,266,1,11065038,1,Likini Street Mini Park,2,380,1.28999996,{3F49496C-0D2E-4119-9DEA-02926BDBB8E6},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,1.29,56192, ,2,18,7,Honolulu,5375 Likini Street,96818, , , ,1673357.58130957,65111.5063252006
267,267,1,17031,11,Banyan Court Mall,2,309,0.27000001,{936DAB24-146D-4F5A-80CB-C0B07B3EAA7A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,F,F, , ,None,0.27,11761, ,2,15,7,Honolulu,1190 Banyan Street,96817, , , ,1685936.12956558,56182.5733564924
268,268,1,22009012,2,Kawananakoa Neighborhood Park,2,31,2.38000011,{051C28D7-48BD-4969-AC24-067D9CD6F03B},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,T,F, , ,None,2.38,103673, ,2,12,6,Honolulu,1901 Pauoa Road,96813, , , ,1690594.55123064,55537.7652853724
